,ID,ID_ordered,location,dist,azimuth,lat_x,lon_x,location_type,max_dist_moves,grouping,location_l,location_near,location_country,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320,retireOrigindist,retireOriginaz,geometry,lat_y,lon_y,in_thm,move_count_in,In_No_Answer,In_Education,In_Housing,In_Kin,In_Restart,In_Safety,In_Work,out_thm,move_count_out,Out_No_Answer,Out_Education,Out_Housing,Out_Kin,Out_Remain,Out_Restart,Out_Safety,Out_Work
686,286435,286435.01,"('Sakhile', 'Germiston', 'South Africa')",132.36526854532642,-0.4782167070929096,29.21,-26.965,202,132.36526854532642,moves200,Sakhile,Germiston,South Africa,Johannesburg,Katlehong ,South Africa,Male,Doing casual jobs,2,Doing casual jobs,Yes,Zulu,Zulu,No,Yes,No,,,POINT (29.21000000000004 -26.96500000014981),-26.965,29.21,Housing,4.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,(No Answer),7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
688,286442,286442.02,"('Ongata Rongai', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.752010600000006,-1.395968,206,319.12831490353307,moves200,Ongata Rongai,Nairobi,Kenya,Nairobi,Ongata Rongai,Kenya ,Male,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),Yes,Luhya,Kiluhya,No,Yes,Yes,0.0,0.0,POINT (36.75201060030906 -1.395968000023117),-1.395968,36.752010600000006,Work,45.0,0.0,7.0,7.0,13.0,0.0,3.0,45.0,(No Answer),71.0,71.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
690,286453,286453.02,"('Ongata Rongai', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.752010600000006,-1.395968,206,250.6199360734437,moves200,Ongata Rongai,Nairobi,Kenya,Nairobi,Ongata Rongai,Kenya,Female,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),Yes,Luo,Dholuo,No,Yes,No,19.2040313403688,0.0005418227138931,POINT (36.75201060030906 -1.395968000023117),-1.395968,36.752010600000006,Work,45.0,0.0,7.0,7.0,13.0,0.0,3.0,45.0,(No Answer),71.0,71.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
692,286456,286456.02,"('Voslorous', 'Johannesburg', 'South Africa')",17.281376831528767,2.278070464847386,28.049722,-26.205,206,807.4092457516399,moves200,Voslorous,Johannesburg,South Africa,Johannesburg,Katlehong ,South Africa,Male,Unemployed ,2,Unemployed,Yes,Xhosa,Xhosa,No,No,No,,,POINT (28.04972200047001 -26.20500000004989),-26.205,28.049722,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,286457,286457.02,"('Ongata Rongai', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.752010600000006,-1.395968,206,399.57113051069206,moves200,Ongata Rongai,Nairobi,Kenya,Nairobi,Ongata Rongai,Uganda,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Msamia,Kisamia,No,Yes,No,5.11911088553029,0.0182539771888317,POINT (36.75201060030906 -1.395968000023117),-1.395968,36.752010600000006,Work,45.0,0.0,7.0,7.0,13.0,0.0,3.0,45.0,(No Answer),71.0,71.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
695,286458,286458.01,"('Yatta', 'Machakos', 'Kenya')",228.45321439514407,-0.5689917708432498,38.4777678,-2.8063897,202,228.45321439514407,moves200,Yatta,Machakos,Kenya,Nairobi,Ongata Rongai,Kenya,Female,Doing casual jobs,2,Doing casual jobs,Yes,Kamba,Kikamba,No,Yes,No,,,POINT (38.47776779994399 -2.806389699924637),-2.8063897,38.4777678,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,286460,286460.02,"('Ongata Rongai', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.752010600000006,-1.395968,206,125.38289705610865,moves200,Ongata Rongai,Nairobi,Kenya,Nairobi,Ongata Rongai,Kenya ,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Kikuyu,Kikuyu,No,Yes,No,,,POINT (36.75201060030906 -1.395968000023117),-1.395968,36.752010600000006,Work,45.0,0.0,7.0,7.0,13.0,0.0,3.0,45.0,(No Answer),71.0,71.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
701,286463,286463.04,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,214,313.09867977377246,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Male,Self-employed (run small business/income generation project),5,Self-employed (run small business/income generation project),Yes,Konkomba,Konkomba,No,Yes,No,311.384584710868,3.437096937971969,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
703,286465,286465.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,13.06208051854956,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Male,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Ewe,Ewe,No,No,Yes,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
705,286470,286470.02,"('Katlehong', 'Germiston', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,202,271.1820318693481,moves200,Katlehong,Germiston,South Africa,Johannesburg,Katlehong ,South Africa,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Zulu,Isizulu,No,Yes,No,3.869133665487368,0.0930492015063284,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,15.0,0.0,1.0,4.0,5.0,0.0,2.0,15.0,(No Answer),26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
706,286474,286474.01,"('Ongata Rongai', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.752010600000006,-1.395968,202,322.15955265584387,moves200,Ongata Rongai,Nairobi,Kenya,Nairobi,Ongata Rongai,Kenya,Female,Unemployed ,0,Unemployed,Yes,Luo,Dholuo,No,Yes,No,,,POINT (36.75201060030906 -1.395968000023117),-1.395968,36.752010600000006,Work,45.0,0.0,7.0,7.0,13.0,0.0,3.0,45.0,(No Answer),71.0,71.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
707,286475,286475.01,"('Ongata Rongai', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.752010600000006,-1.395968,202,292.0475782341578,moves200,Ongata Rongai,Nairobi,Kenya,Nairobi,Ongata Rongai,Kenya ,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Luhya,Luhya,No,No,No,,,POINT (36.75201060030906 -1.395968000023117),-1.395968,36.752010600000006,Work,45.0,0.0,7.0,7.0,13.0,0.0,3.0,45.0,(No Answer),71.0,71.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
709,286485,286485.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,289.78484714171503,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana ,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Ahafo-Akan,Twi,No,Yes,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
710,286486,286486.01,"('Ongata Rongai', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.752010600000006,-1.395968,202,250.6199360734437,moves200,Ongata Rongai,Nairobi,Kenya,Nairobi,Ongata Rongai,Kenya,Female,Unemployed ,1,Unemployed,Yes,Luo,Dholuo,No,No,No,1.7432501579058055,0.0058949583336862,POINT (36.75201060030906 -1.395968000023117),-1.395968,36.752010600000006,Work,45.0,0.0,7.0,7.0,13.0,0.0,3.0,45.0,(No Answer),71.0,71.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
712,286487,286487.02,"('Ongata Rongai', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.752010600000006,-1.395968,206,296.06997782717485,moves200,Ongata Rongai,Nairobi,Kenya,Nairobi,Ongata Rongai,Kenya ,Male,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),Yes,Luyha,Kiluyha,No,Yes,No,1.9714367626424405,9.259349016366158e-05,POINT (36.75201060030906 -1.395968000023117),-1.395968,36.752010600000006,Work,45.0,0.0,7.0,7.0,13.0,0.0,3.0,45.0,(No Answer),71.0,71.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
715,286489,286489.03,"('Ongata Rongai', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.752010600000006,-1.395968,211,307.97370618147744,moves200,Ongata Rongai,Nairobi,Kenya,Nairobi,Ongata Rongai,Kenya,Female,Unemployed ,4,Unemployed,Yes,Luo,Dholuo,No,No,No,57.35377010803373,0.0807882496788745,POINT (36.75201060030906 -1.395968000023117),-1.395968,36.752010600000006,Work,45.0,0.0,7.0,7.0,13.0,0.0,3.0,45.0,(No Answer),71.0,71.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
716,286490,286490.01,"('Ongata Rongai', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.752010600000006,-1.395968,202,229.51395382467615,moves200,Ongata Rongai,Nairobi,Kenya,Nairobi,Ongata Rongai,Kenya,Male,Doing casual jobs,2,Doing casual jobs,Yes,Kisii,Kikisii,No,No,No,,,POINT (36.75201060030906 -1.395968000023117),-1.395968,36.752010600000006,Work,45.0,0.0,7.0,7.0,13.0,0.0,3.0,45.0,(No Answer),71.0,71.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
717,286492,286492.01,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,160.7659622863131,moves200,Madina,Accra,Ghana,Accra,Madina,Togo,Male,Other,2,Other (specify),No,Tchossi,Tchossi,No,No,Yes,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
719,286500,286500.03,"('Sakhile', 'Germiston', 'South Africa')",132.36526854532642,-0.4782167070929096,29.21,-26.965,211,132.36526854532642,moves200,Sakhile,Germiston,South Africa,Johannesburg,Katlehong ,South Africa,Male,Working full-time (formal/informal sector),4,Working full-time (formal/informal sector),Yes,Xhosa,Xhosa,No,No,No,,,POINT (29.21000000000004 -26.96500000014981),-26.965,29.21,Housing,4.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,(No Answer),7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
720,286501,286501.01,"('Sakhile', 'Germiston', 'South Africa')",132.36526854532642,-0.4782167070929096,29.21,-26.965,202,278.3579243165202,moves200,Sakhile,Germiston,South Africa,Johannesburg,Katlehong ,South Africa,Male,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Sepedi,Sepedi,No,Yes,No,,,POINT (29.21000000000004 -26.96500000014981),-26.965,29.21,Housing,4.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,(No Answer),7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
721,286508,286508.01,"('Ongata Rongai', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.752010600000006,-1.395968,202,920.7890942277608,moves200,Ongata Rongai,Nairobi,Kenya,Nairobi,Ongata Rongai,Democratic Republic Of The Congo,Female,Unemployed ,2,Unemployed,No,Banyamulenge,Kicongo,No,No,No,,,POINT (36.75201060030906 -1.395968000023117),-1.395968,36.752010600000006,Work,45.0,0.0,7.0,7.0,13.0,0.0,3.0,45.0,(No Answer),71.0,71.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
723,286509,286509.02,"('Umoja', 'Nairobi', 'Kenya')",102.8530567617292,0.8957352286315884,37.3277619,-0.4900026,202,126.88966902952276,moves200,Umoja,Nairobi,Kenya,Nairobi,Ongata Rongai,Kenya,Female,Unemployed ,2,Unemployed,Yes,Kikuyu,Kikuyu,No,Yes,No,0.0,0.0,POINT (37.32776189999186 -0.4900025999399418),-0.4900026,37.3277619,Work,4.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,(No Answer),2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
724,286518,286518.01,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,202,805.4343837077425,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Nigeria,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),No,Yoruba,Yoruba,No,Yes,No,798.3540576327189,0.6958149060595716,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
725,286526,286526.01,"('Ongata Rongai', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.752010600000006,-1.395968,202,229.51395382467615,moves200,Ongata Rongai,Nairobi,Kenya,Nairobi,Ongata Rongai,Kenya ,Male,Doing casual jobs,2,Doing casual jobs,Yes,Kisii,Kikisii,No,No,Yes,,,POINT (36.75201060030906 -1.395968000023117),-1.395968,36.752010600000006,Work,45.0,0.0,7.0,7.0,13.0,0.0,3.0,45.0,(No Answer),71.0,71.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
727,286530,286530.05,"('Kakuma', 'Turkana', 'Kenya')",512.1635338247271,1.9747593938253512,34.825154,3.753338,215,884.3195909044989,moves200,Kakuma,Turkana,Kenya,Nairobi,Ongata Rongai,Democratic Republic Of The Congo,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Wanyamlenge,Kinyamlenge,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,
730,286534,286534.03,"('Ongata Rongai', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.752010600000006,-1.395968,211,412.5840215079416,moves200,Ongata Rongai,Nairobi,Kenya,Nairobi,Ongata Rongai,Uganda,Male,Working full-time (formal/informal sector),4,Working full-time (formal/informal sector),No,Gishu,Kigishu,No,Yes,No,0.0,0.0,POINT (36.75201060030906 -1.395968000023117),-1.395968,36.752010600000006,Work,45.0,0.0,7.0,7.0,13.0,0.0,3.0,45.0,(No Answer),71.0,71.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
732,286537,286537.02,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,206,325.2974589270165,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Guan,Krachi,No,No,No,292.7495390073944,0.5036522663422509,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
733,286542,286542.01,"('Sakhile', 'Germiston', 'South Africa')",132.36526854532642,-0.4782167070929096,29.21,-26.965,202,429.4275310270833,moves200,Sakhile,Germiston,South Africa,Johannesburg,Katlehong ,South Africa,Female,Unemployed ,1,Unemployed,Yes,Tsonga,Tsonga,No,No,No,28.48557587610378,0.0149789853290196,POINT (29.21000000000004 -26.96500000014981),-26.965,29.21,Housing,4.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,(No Answer),7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
734,286543,286543.01,"('Katlehong', 'Germiston', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,202,11.206976085850114,moves200,Katlehong,Germiston,South Africa,Johannesburg,Katlehong ,South Africa,Male,Unemployed ,1,Unemployed,Yes,Zulu,Zulu,No,No,No,473.0554182538097,1.607922560030631,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,15.0,0.0,1.0,4.0,5.0,0.0,2.0,15.0,(No Answer),26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
735,286545,286545.01,"('Sakhile', 'Germiston', 'South Africa')",132.36526854532642,-0.4782167070929096,29.21,-26.965,202,333.719396576808,moves200,Sakhile,Germiston,South Africa,Johannesburg,Katlehong ,South Africa,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Zulu,Zulu,No,Yes,No,5.81472518089555,0.0190166631179454,POINT (29.21000000000004 -26.96500000014981),-26.965,29.21,Housing,4.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,(No Answer),7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
737,286550,286550.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,607.9098737580146,moves200,Madina,Accra,Ghana,Accra,Madina,Nigeria ,Female,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),Yes,Yoruba,Yoruba ,No,No,Yes,205.39906877526423,0.2827487989893669,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
738,286553,286553.01,"('Katlehong', 'Germiston', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,202,393.6509953436393,moves200,Katlehong,Germiston,South Africa,Johannesburg,Katlehong ,South Africa,Female,Unemployed ,0,Unemployed,Yes,Zulu,Zulu,No,No,No,0.0,0.0,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,15.0,0.0,1.0,4.0,5.0,0.0,2.0,15.0,(No Answer),26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
739,286558,286558.01,"('Katlehong', 'Germiston', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,202,372.96129575119465,moves200,Katlehong,Germiston,South Africa,Johannesburg,Katlehong ,South Africa,Male,Unemployed ,2,Unemployed,Yes,Tsonga,Tsonga,No,Yes,No,43.80492441985911,2.6122858787911065,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,15.0,0.0,1.0,4.0,5.0,0.0,2.0,15.0,(No Answer),26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
741,286559,286559.02,"('Sakhile', 'Katlehong', 'South Africa')",132.36526854532642,-0.4782167070929096,29.21,-26.965,206,490.8959287763992,moves200,Sakhile,Katlehong,South Africa,Johannesburg,Katlehong ,Mozambique,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Tsonga,Tsonga,No,No,No,,,POINT (29.21000000000004 -26.96500000014981),-26.965,29.21,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,286560,286560.01,"('Sakhile', 'Germiston', 'South Africa')",132.36526854532642,-0.4782167070929096,29.21,-26.965,202,323.6485775256828,moves200,Sakhile,Germiston,South Africa,Johannesburg,Katlehong ,South Africa,Female,Unemployed ,2,Unemployed,Yes,Zulu,Zulu,No,No,No,299.13967390765333,0.3640212712130601,POINT (29.21000000000004 -26.96500000014981),-26.965,29.21,Housing,4.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,(No Answer),7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
743,286567,286567.01,"('Ongata Rongai', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.752010600000006,-1.395968,202,126.88966902952276,moves200,Ongata Rongai,Nairobi,Kenya,Nairobi,Ongata Rongai,Kenya,Male,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Embu,Kiembu,No,Yes,No,,,POINT (36.75201060030906 -1.395968000023117),-1.395968,36.752010600000006,Work,45.0,0.0,7.0,7.0,13.0,0.0,3.0,45.0,(No Answer),71.0,71.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
744,286589,286589.01,"('Kumasi', 'Kumasi', 'Ghana')",200.85622153161765,2.4513400969824155,-1.6230403999999998,6.698081,202,200.85622153161765,moves200,Kumasi,Kumasi,Ghana,Accra,Old Fadama,Ghana,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Krobo,Krobo,No,Yes,No,4.472669588992538,0.4253508831961248,POINT (-1.623040399994409 6.698080999838453),6.698081,-1.6230403999999998,Work,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,(No Answer),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
746,286596,286596.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,273.5108336538051,moves200,Madina,Accra,Ghana,Accra,Madina,Togo,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Ewe,Ewe,No,No,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
749,286597,286597.03,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,211,130.77578373898143,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Male,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),Yes,Ewe,Ewe,No,Yes,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
750,286607,286607.01,"('James Town', 'Accra', 'Ghana')",0.01,0.0,-0.2103637,5.535796599999999,202,49.925771457373415,moves200,James Town,Accra,Ghana,Accra,James Town,Ghana,Male,Casual employment/temporary worker,2,Casual employment/temporary worker,Yes,Akan (Fante),Twi(Fante),No,Yes,No,14.83220850994131,0.0219776369627671,POINT (-0.2103636995249758 5.535796600233027),5.535796599999999,-0.2103637,Work,12.0,0.0,2.0,2.0,3.0,0.0,0.0,12.0,(No Answer),19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,286617,286617.01,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,202,0.0,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Nigeria ,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Igbo,Igbo ,No,No,No,,,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
754,286629,286629.03,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,211,572.5551617947525,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana ,Female,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),Yes,Frafra,Frafra ,No,Yes,No,376.1542791455312,0.8281832346327618,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
755,286650,286650.01,"('Lagos', 'Lagos', 'Nigeria')",412.4315844660987,0.2468235108833088,3.3941795,6.4550575,202,412.4315844660987,moves200,Lagos,Lagos,Nigeria,Accra,Old Fadama,Nigeria ,Female,Doing casual jobs,2,Doing casual jobs,Yes,Igbo,Igbo,No,Yes,No,2.8944871922409448,0.0492510206687725,,,,,,,,,,,,,,,,,,,,,,
756,286652,286652.01,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,160.7659622863131,moves200,Madina,Accra,Ghana,Accra,Madina,Togo,Male,Other,2,Other (specify),No,Balanka,Balanka,No,No,Yes,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
758,286696,286696.02,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,206,925.0136802914363,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Niger,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Zamaramma,Zamaramma ,No,Yes,No,0.0,0.0,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
762,286734,286734.04,"('Lagos', 'Lagos', 'Nigeria')",403.03251865193226,0.2136681192415584,3.3941795,6.4550575,214,403.03251865193226,moves200,Lagos,Lagos,Nigeria,Accra,Madina,Ghana,Male,Self-employed (run small business/income generation project),5,Self-employed (run small business/income generation project),Yes,Fanti,Fanti,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
763,286736,286736.01,"('James Town', 'Accra', 'Ghana')",0.01,0.0,-0.2103637,5.535796599999999,202,172.00404356414091,moves200,James Town,Accra,Ghana,Accra,James Town,Togo,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Ewe,Ewe,No,No,No,110.26230359803344,3.311228468076469,POINT (-0.2103636995249758 5.535796600233027),5.535796599999999,-0.2103637,Work,12.0,0.0,2.0,2.0,3.0,0.0,0.0,12.0,(No Answer),19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
