,ID,ID_ordered,location,dist,azimuth,lat,lon,location_type,max_dist_moves,grouping,location_l,location_near,location_country,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320,retireOrigindist,retireOriginaz,geometry,lat_d,lon_d,in_thm,move_count,In_No_Answer,In_Education,In_Housing,In_Kin,In_Restart,In_Safety,In_Work,location_out,geometry_out,out_thm,move_count_out,Out_No_Answer,Out_Education,Out_Housing,Out_Kin,Out_Remain,Out_Restart,Out_Safety,Out_Work
2884,287663,287663.01,"('Katlehong', 'Alberton', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,202,1887.9942504459468,moves200,Katlehong,Alberton,South Africa,Johannesburg,Katlehong ,Angola,Male,Other,2,Other (specify),No,Agolian,Portuguese,No,Yes,No,,,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Kin,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,"('Dansoman', 'Accra', 'Ghana')",POINT (-0.265659499386345 5.546811199877141),Housing,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2885,287663,287663.06,"('Katlehong', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,9,1887.9942504459468,moves200,Katlehong,Johannesburg,South Africa,Johannesburg,Katlehong ,Angola,Male,Other,2,Other (specify),No,Agolian,Portuguese,No,Yes,No,,,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"('Karen', 'Nairobi', 'Kenya')",POINT (36.70496760007472 -1.328374599807887),Work,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2887,287664,287664.01,"('Thokoza', 'Alberton', 'South Africa')",118.44396325284514,0.9162904573375034,28.7983333,-25.3761111,202,1508.8344532819988,moves200,Thokoza,Alberton,South Africa,Johannesburg,Katlehong ,Malawi,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),No,Tumbuka,Tumbuka,No,Yes,No,0.0,0.0,POINT (28.7983333000418 -25.37611110024704),-25.3761111,28.7983333,Work,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,"('Ngando', 'Nairobi', 'Kenya')",POINT (36.74785151013918 -1.302404250255904),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2888,287664,287664.06,"('Katlehong', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,9,1508.8344532819988,moves200,Katlehong,Johannesburg,South Africa,Johannesburg,Katlehong ,Malawi,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),No,Tumbuka,Tumbuka,No,Yes,No,0.0,0.0,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"('Karen', 'Nairobi', 'Kenya')",POINT (36.70496760007472 -1.328374599807887),Work,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2889,287665,287665.0,"('Johannesburg', 'Johannesburg', 'South Africa')",17.281376831528767,2.278070464847386,28.049722,-26.205,100,17.281376831528767,moves200,Johannesburg,Johannesburg,South Africa,Johannesburg,Katlehong ,South Africa,Female,Unemployed ,0,Unemployed,Yes,Motsonga,Tsonga,No,Yes,No,13.8163904794511,0.488007272165639,POINT (28.04972200047001 -26.20500000004989),-26.205,28.049722,Safety,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"('Honeydew', 'Randburg', 'South Africa')",POINT (27.92530180263623 -26.07883895035718),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2890,287665,287665.06,"('Katlehong', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,9,17.281376831528767,moves200,Katlehong,Johannesburg,South Africa,Johannesburg,Katlehong ,South Africa,Female,Unemployed ,0,Unemployed,Yes,Motsonga,Tsonga,No,Yes,No,13.8163904794511,0.488007272165639,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"('Karen', 'Nairobi', 'Kenya')",POINT (36.70496760007472 -1.328374599807887),Work,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2891,287669,287669.0,"('Thohoyandou', 'Thohoyandou', 'South Africa')",415.5617493535321,0.8933095054468013,30.4596582,-22.9676429,100,415.5617493535321,moves200,Thohoyandou,Thohoyandou,South Africa,Johannesburg,Katlehong ,South Africa,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Venda,Tshivenda,No,Yes,No,310.62496035097206,1.0802909937347185,POINT (30.45965820026584 -22.96764289979996),-22.9676429,30.4596582,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"('Nkwanta', 'Ho', 'Ghana')",POINT (0.5214299998945648 8.262695999820721),Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2892,287669,287669.01,"('Thokoza', 'Germiston', 'South Africa')",118.44396325284514,0.9162904573375034,28.7983333,-25.3761111,202,415.5617493535321,moves200,Thokoza,Germiston,South Africa,Johannesburg,Katlehong ,South Africa,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Venda,Tshivenda,No,Yes,No,310.62496035097206,1.0802909937347185,POINT (28.7983333000418 -25.37611110024704),-25.3761111,28.7983333,Work,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,"('Thokoza', 'Germiston', 'South Africa')",POINT (28.7983333000418 -25.37611110024704),,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2893,287669,287669.06,"('Katlehong', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,9,415.5617493535321,moves200,Katlehong,Johannesburg,South Africa,Johannesburg,Katlehong ,South Africa,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Venda,Tshivenda,No,Yes,No,310.62496035097206,1.0802909937347185,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"('Karen', 'Nairobi', 'Kenya')",POINT (36.70496760007472 -1.328374599807887),Work,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2895,287671,287671.06,"('Katlehong', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,9,562.1735315019383,moves200,Katlehong,Johannesburg,South Africa,Johannesburg,Katlehong ,Mozambique,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Tshonga,Tshonga,No,Yes,No,,,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"('Karen', 'Nairobi', 'Kenya')",POINT (36.70496760007472 -1.328374599807887),Work,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2897,287672,287672.06,"('Katlehong', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,9,347.27722263159404,moves200,Katlehong,Johannesburg,South Africa,Johannesburg,Katlehong ,South Africa,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Isizulu,Isizulu,No,No,No,,,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"('Karen', 'Nairobi', 'Kenya')",POINT (36.70496760007472 -1.328374599807887),Work,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2898,287676,287676.0,"('Accra', 'Accra', 'Ghana')",14.8727744293017,-1.8227598953945456,-0.2012376,5.5571096,100,572.5551617947525,moves200,Accra,Accra,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Ewe,Ewe,No,No,No,,,POINT (-0.201237599735407 5.557109600128115),5.5571096,-0.2012376,Work,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"('Agogo', 'Kumasi', 'Ghana')",POINT (-1.084729799840318 6.800874599683198),Kin,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2899,287676,287676.01,"('Bolgatanga', 'Bolgatanga', 'Ghana')",572.5551617947525,1.703008214776505,-0.8487322,10.7853963,202,572.5551617947525,moves200,Bolgatanga,Bolgatanga,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Ewe,Ewe,No,No,No,,,POINT (-0.8487321996312289 10.78539629969953),10.7853963,-0.8487322,Kin,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,"('Nelspruit', 'Nelspruit', 'South Africa')",POINT (30.98472199982047 -25.4819440003152),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2901,287676,287676.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,572.5551617947525,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Ewe,Ewe,No,No,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2903,287677,287677.06,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,9,611.2159409981086,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),Yes,Frafra,Frafra,No,No,No,,,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,"('Berea', 'Johannesburg', 'South Africa')",POINT (28.05333330009182 -26.18222219969471),,87.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2904,287681,287681.0,"('Katlehong', 'Katlehong', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,100,0.0,moves200,Katlehong,Katlehong,South Africa,Johannesburg,Katlehong ,South Africa,Male,Unemployed ,-3,Unemployed,Yes,Sotho,Northern Sotho ,No,No,Yes,1286.636889071786,5.6113576681266775,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"('Kariobangi', 'Nairobi', 'Kenya')",POINT (36.88329420006733 -1.249992300104395),Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2907,287682,287682.06,"('Katlehong', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,9,490.8959287763992,moves200,Katlehong,Johannesburg,South Africa,Johannesburg,Katlehong ,Mozambique,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),No,Ronga,Ronga,No,Yes,No,0.0,0.0,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"('Karen', 'Nairobi', 'Kenya')",POINT (36.70496760007472 -1.328374599807887),Work,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2908,287683,287683.0,"('Koforidua', 'Koforidua', 'Ghana')",61.539252418706376,1.6408331464678758,-0.2614572,6.100333999999999,100,61.539252418706376,moves200,Koforidua,Koforidua,Ghana,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Dangme,Dangme,No,Yes,No,,,POINT (-0.2614571994901098 6.100333999714337),6.100333999999999,-0.2614572,Education,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,"('Cotonou', 'Cotonou', 'Benin')",POINT (2.425250700159722 6.367695299798413),Work,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2909,287683,287683.01,"('Chorkor', 'Accra', 'Ghana')",2.829491162505022,-2.129840259636221,-0.2360933999999999,5.5273187,202,61.539252418706376,moves200,Chorkor,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Dangme,Dangme,No,Yes,No,,,POINT (-0.2360933994906986 5.527318700297883),5.5273187,-0.2360933999999999,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Carwash', 'Kisumu', 'Kenya')",POINT (36.94490060028266 -1.149463099642219),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2910,287683,287683.02,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,206,61.539252418706376,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Dangme,Dangme,No,Yes,No,,,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,"('Berea', 'Johannesburg', 'South Africa')",POINT (28.05333330009182 -26.18222219969471),,87.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2911,287683,287683.06,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,9,61.539252418706376,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Dangme,Dangme,No,Yes,No,,,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,"('Berea', 'Johannesburg', 'South Africa')",POINT (28.05333330009182 -26.18222219969471),,87.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2913,287685,287685.01,"('Kumasi', 'Kumasi', 'Ghana')",200.85622153161765,2.4513400969824155,-1.6230403999999998,6.698081,202,639.1124033573469,moves200,Kumasi,Kumasi,Ghana,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Dagomba,Dagomba ,No,No,No,14.303843191250394,0.0364582702173592,POINT (-1.623040399994409 6.698080999838453),6.698081,-1.6230403999999998,Work,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"('Adabraka', 'Accra', 'Ghana')",POINT (-0.2090723998712747 5.566430400442755),,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2914,287685,287685.02,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,206,639.1124033573469,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Dagomba,Dagomba ,No,No,No,14.303843191250394,0.0364582702173592,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,"('Berea', 'Johannesburg', 'South Africa')",POINT (28.05333330009182 -26.18222219969471),,87.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2915,287685,287685.06,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,9,639.1124033573469,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Dagomba,Dagomba ,No,No,No,14.303843191250394,0.0364582702173592,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,"('Berea', 'Johannesburg', 'South Africa')",POINT (28.05333330009182 -26.18222219969471),,87.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2916,287689,287689.0,"('Tamale', 'Tamale', 'Ghana')",434.7022239878956,1.7293862176783077,-0.8423985999999999,9.4051992,100,434.7022239878956,moves200,Tamale,Tamale,Ghana,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Dagomba,Dagbani ,No,Yes,No,0.0,0.0,POINT (-0.8423986000152581 9.405199200382924),9.4051992,-0.8423985999999999,Work,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,"('Tembisa', 'Pretoria', 'South Africa')",POINT (28.20144780007598 -26.02217529965031),Kin,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2917,287689,287689.06,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,9,434.7022239878956,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Dagomba,Dagbani ,No,Yes,No,0.0,0.0,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,"('Berea', 'Johannesburg', 'South Africa')",POINT (28.05333330009182 -26.18222219969471),,87.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2919,287696,287696.06,"('James Town', 'Accra', 'Ghana')",0.01,0.0,-0.2103637,5.535796599999999,9,193.9832378352508,moves200,James Town,Accra,Ghana,Accra,James Town,Ghana,Male,Unemployed ,4,Self-employed (run small business/income generation project),Yes,Ashanti (Akan),Twi,No,Yes,No,0.0,0.0,POINT (-0.2103636995249758 5.535796600233027),5.535796599999999,-0.2103637,Work,12.0,0.0,2.0,2.0,3.0,0.0,0.0,12.0,"('James Town', 'Accra', 'Ghana')",POINT (-0.2103636995249758 5.535796600233027),,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2921,287699,287699.06,"('James Town', 'Accra', 'Ghana')",0.01,0.0,-0.2103637,5.535796599999999,9,171.02744497374053,moves200,James Town,Accra,Ghana,Accra,James Town,Togo ,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Ewe,Ewe ,No,Yes,No,7.565871819580082,0.009145004228264,POINT (-0.2103636995249758 5.535796600233027),5.535796599999999,-0.2103637,Work,12.0,0.0,2.0,2.0,3.0,0.0,0.0,12.0,"('James Town', 'Accra', 'Ghana')",POINT (-0.2103636995249758 5.535796600233027),,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2922,287703,287703.0,"('Accra', 'Accra', 'Ghana')",14.8727744293017,-1.8227598953945456,-0.2012376,5.5571096,100,47.21986671610261,moves200,Accra,Accra,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Akuapem,Akuapem,No,Yes,Yes,8.67478438469045,3.030563605740168,POINT (-0.201237599735407 5.557109600128115),5.5571096,-0.2012376,Work,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"('Agogo', 'Kumasi', 'Ghana')",POINT (-1.084729799840318 6.800874599683198),Kin,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2923,287703,287703.01,"('Nkwakwa', 'Koforidua', 'Ghana')",47.21986671610261,1.7921498875227388,-0.2614572,6.100333999999999,202,47.21986671610261,moves200,Nkwakwa,Koforidua,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Akuapem,Akuapem,No,Yes,Yes,8.67478438469045,3.030563605740168,POINT (-0.2614571994901098 6.100333999714337),6.100333999999999,-0.2614572,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"('Parktown', 'Johannesburg', 'South Africa')",POINT (28.02777780060512 -26.18166670015802),,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2924,287703,287703.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,47.21986671610261,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Akuapem,Akuapem,No,Yes,Yes,8.67478438469045,3.030563605740168,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2925,287703,287703.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,47.21986671610261,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Akuapem,Akuapem,No,Yes,Yes,8.67478438469045,3.030563605740168,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2927,287705,287705.01,"('Kaneshi', 'Accra', 'Ghana')",2.5260002562775066,0.3717434886604897,-0.2012376,5.5571096,202,412.4315844660987,moves200,Kaneshi,Accra,Ghana,Accra,Old Fadama,Nigeria,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Igbo,Igbo,No,Yes,No,13.140236454805915,0.0259515003810819,POINT (-0.201237599735407 5.557109600128115),5.5571096,-0.2012376,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Kahawa', 'Nairobi', 'Kenya')",POINT (36.90579280049747 -1.185684699788965),Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2928,287705,287705.02,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,206,412.4315844660987,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Nigeria,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Igbo,Igbo,No,Yes,No,13.140236454805915,0.0259515003810819,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,"('Berea', 'Johannesburg', 'South Africa')",POINT (28.05333330009182 -26.18222219969471),,87.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2929,287705,287705.06,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,9,412.4315844660987,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Nigeria,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Igbo,Igbo,No,Yes,No,13.140236454805915,0.0259515003810819,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,"('Berea', 'Johannesburg', 'South Africa')",POINT (28.05333330009182 -26.18222219969471),,87.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2931,287706,287706.01,"('Roman Ridge', 'Accra', 'Ghana')",9.614724966092894,-1.9181839082908771,-0.1973074,5.6052845,202,17.729620306110053,moves200,Roman Ridge,Accra,Ghana,Accra,Madina,Ghana,Female,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),Yes,Akan,Twi,No,No,No,2.4256698859855863,0.2268203794129065,POINT (-0.1973073996167045 5.605284499679954),5.6052845,-0.1973074,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Voslorous', 'Johannesburg', 'South Africa')",POINT (28.04972200047001 -26.20500000004989),,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2932,287706,287706.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,17.729620306110053,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),Yes,Akan,Twi,No,No,No,2.4256698859855863,0.2268203794129065,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
